,BERT_Topic_0,BERT_Topic_1,BERT_Topic_2,BERT_Topic_3,BERT_Topic_4,BERT_Topic_5,BERT_Topic_6,BERT_Topic_7,BERT_Topic_8,BERT_Topic_9,BERT_Topic_10,BERT_Topic_11,BERT_Topic_12,BERT_Topic_13,BERT_Topic_14,BERT_Topic_15,BERT_Topic_16
경량화,0.4503253,0.45094272,0.39190912,0.45993668,0.3704571,0.34781778,0.37741864,0.4297105,0.42935312,0.38964918,0.37013108,0.332613,0.36625564,0.31287372,0.30142957,0.40396315,0.26886868
경력,0.40244314,0.41922933,0.35228384,0.29517674,0.32313794,0.31532574,0.29125315,0.3623194,0.4726377,0.30065084,0.31120056,0.33830214,0.273195,0.3034594,0.21672502,0.33818176,0.20815417
경로,0.43064988,0.42038345,0.34818158,0.498962,0.37734318,0.3163733,0.31410682,0.43462408,0.42618465,0.38366675,0.32312888,0.36598217,0.42486125,0.3271106,0.40181988,0.39431924,0.25303835
경영,0.52010846,0.5502025,0.42072794,0.5034746,0.4064051,0.46686673,0.40058625,0.47151262,0.51180625,0.44140977,0.40304047,0.42559496,0.44378573,0.39977717,0.34421483,0.44437382,0.27752793
경영자,0.38548765,0.42592096,0.28136182,0.35646695,0.26979095,0.3595273,0.24819073,0.34788823,0.42373455,0.34365577,0.2620174,0.37342045,0.31689,0.34599757,0.1833491,0.27806628,0.15285389
경영진,0.4875296,0.50707185,0.38439,0.47237355,0.37146118,0.3824169,0.32593626,0.46726206,0.514342,0.43380636,0.35433698,0.44751686,0.41941115,0.40399417,0.2894426,0.4090049,0.23990563
경영학,0.44935012,0.5201392,0.3559757,0.375741,0.31472352,0.40574777,0.3449658,0.3653863,0.4595992,0.3914538,0.33265683,0.3878919,0.32169414,0.33262646,0.23615009,0.3557305,0.1667445
경쟁,0.2509706,0.2914306,0.1783663,0.21077855,0.26403522,0.21474311,0.2748508,0.17710875,0.2471163,0.16963285,0.24257669,0.215233,0.13085839,0.15048102,0.09507471,0.34321502,0.14232779
경쟁력,0.31405306,0.35739654,0.22935906,0.24254006,0.3114668,0.30172837,0.37825295,0.2088866,0.30882424,0.22120386,0.28368917,0.21807572,0.1736597,0.1489348,0.0893755,0.33223355,0.16879109
경쟁사,0.32084128,0.33991265,0.22288753,0.30616522,0.32046932,0.27345148,0.2969017,0.27159452,0.32176784,0.20998557,0.28204548,0.2453889,0.22708096,0.19243634,0.17601773,0.39158005,0.19978175
경제,0.28744,0.3384781,0.23744506,0.24759668,0.18723206,0.23328424,0.32322612,0.2103589,0.28845477,0.29368,0.21330726,0.19833413,0.15991682,0.12964535,0.15709811,0.23555823,0.07847892
경제성,0.28589642,0.3356934,0.23282412,0.24893704,0.19849372,0.23702814,0.33397198,0.19597727,0.29460335,0.30244914,0.20520622,0.19474065,0.14935964,0.12280539,0.14501527,0.23703453,0.06687318
경제적,0.25657827,0.31367064,0.19694999,0.23020992,0.17563245,0.2148501,0.3073961,0.17562678,0.2687192,0.29454547,0.17207733,0.18287393,0.14007954,0.09589471,0.15374768,0.21726754,0.04225859
경진,0.3295012,0.35258424,0.27933562,0.36524233,0.27202865,0.15361759,0.19585964,0.28700018,0.3211098,0.3698318,0.22888939,0.32829154,0.25228137,0.25768322,0.24096195,0.39399934,0.12503193
경진대회,0.35595584,0.40269095,0.28708613,0.3441078,0.32748255,0.19146977,0.22999729,0.28139234,0.34098607,0.3966038,0.2786758,0.47897744,0.21736807,0.34642518,0.19390431,0.5065744,0.14129767
경찰,0.32623258,0.34660715,0.24370831,0.3346605,0.24457704,0.2093854,0.21020809,0.30397943,0.29742092,0.36093253,0.24617168,0.30414084,0.2958157,0.21918172,0.19867253,0.30102608,0.18076158
경향,0.46554142,0.4788146,0.4063221,0.4262113,0.4012682,0.3577372,0.4039839,0.40395075,0.42708087,0.40425086,0.40413266,0.37123698,0.35292464,0.34262887,0.29374623,0.4225819,0.2779903
경험,0.4061059,0.39325354,0.3611347,0.3065957,0.44105172,0.3060223,0.2805774,0.35285288,0.3547771,0.28729385,0.38457033,0.39522982,0.25623906,0.3176449,0.24666226,0.35325268,0.2572881
계기,0.43818337,0.411471,0.3580278,0.53299785,0.39517277,0.29712898,0.27256316,0.446743,0.4358923,0.3860668,0.31111425,0.32209063,0.40831554,0.3238796,0.38642946,0.41337752,0.27223116
계산,0.23364595,0.2059722,0.19500943,0.24544506,0.1257958,0.23153526,0.34075582,0.23089875,0.21915525,0.15321907,0.165736,0.10348221,0.21980533,0.11265747,0.17375556,0.17580748,0.13506222
계약,0.31983596,0.39427036,0.21002506,0.31326336,0.25655437,0.29909253,0.21042806,0.2889527,0.3646102,0.2765161,0.21893567,0.3136233,0.3125011,0.21253121,0.2035426,0.26476195,0.10980296
계약서,0.29640937,0.37408465,0.18420546,0.2951147,0.22257042,0.28381637,0.19628206,0.27110413,0.34891906,0.2627128,0.1929744,0.31429926,0.30737972,0.2054684,0.1896447,0.24428219,0.10380645
계열,0.4062612,0.39428592,0.35021418,0.37468636,0.3740885,0.30801743,0.32578734,0.37934005,0.41900566,0.3629631,0.37307912,0.3375092,0.3462751,0.35801917,0.25138095,0.39369142,0.27486157
계정,0.33162403,0.36431104,0.20464535,0.32023275,0.29679358,0.327498,0.25822136,0.28232014,0.3335958,0.24144477,0.27205724,0.21738198,0.32258168,0.1967259,0.22909442,0.2763239,0.20047796
계층,0.49123463,0.44960046,0.44688725,0.50308347,0.43540102,0.34539568,0.3396821,0.46210647,0.4847646,0.40069914,0.40303475,0.3741119,0.381676,0.39686543,0.3423651,0.44588786,0.31285828
계획,0.37420213,0.4222705,0.3219761,0.341331,0.338198,0.3402013,0.2654428,0.29445326,0.37470227,0.37127626,0.3288312,0.4176038,0.25115138,0.27880013,0.20416617,0.34933567,0.17658547
고객,0.30731386,0.3708892,0.16120237,0.26272392,0.31024492,0.39744088,0.22234629,0.24331926,0.23362358,0.20020908,0.302032,0.23276184,0.31507736,0.18794276,0.20140731,0.24407059,0.2002176
고객들,0.39562237,0.45312345,0.25271353,0.33226225,0.38760787,0.4464637,0.29660362,0.33049563,0.32367256,0.29649273,0.3650913,0.31691635,0.3715225,0.27062398,0.24326217,0.3279354,0.25582767
고객사들,0.44406193,0.5020334,0.29102767,0.40271947,0.42802712,0.4605648,0.3103329,0.3832072,0.38210857,0.34632927,0.3844745,0.37342894,0.41373014,0.31360015,0.28976914,0.3834889,0.26750076
고객센터,0.53018993,0.5513597,0.40129668,0.5317806,0.44110456,0.4691893,0.39415535,0.5075004,0.50789124,0.4371159,0.4369607,0.46827692,0.5349168,0.42434222,0.4490489,0.49463582,0.34283793
고교,0.43646777,0.41119522,0.35634136,0.5501888,0.36723402,0.29594725,0.30497766,0.46547887,0.45680326,0.41456988,0.27976388,0.31001395,0.43968797,0.31839758,0.41461572,0.39496452,0.26361045
고급,0.4517046,0.4366698,0.35286486,0.53277844,0.38524294,0.35889527,0.34696966,0.4601938,0.46276772,0.39355993,0.30845958,0.30907822,0.4471131,0.3113469,0.40490806,0.40638995,0.27388942
고도,0.43935654,0.41843146,0.3584338,0.5492131,0.37678176,0.2825523,0.28867304,0.45994526,0.4577338,0.41060954,0.2832858,0.32095742,0.41926724,0.31567445,0.3987229,0.411577,0.24874781
고도화,0.49161223,0.4777822,0.41740805,0.50516385,0.42027318,0.38695908,0.34991416,0.46665102,0.46523052,0.42119843,0.39648414,0.37134403,0.42497343,0.34922042,0.3522284,0.4403572,0.3120817
고등,0.3637236,0.35271025,0.29471958,0.3858977,0.28974757,0.26952642,0.3099731,0.37209296,0.3496102,0.30641443,0.26882064,0.28661484,0.29522574,0.25855625,0.25718722,0.32507303,0.19659379
고등부,0.39128804,0.36657798,0.3256856,0.45066363,0.33026162,0.25350648,0.27273154,0.3888019,0.39467138,0.36099446,0.27588087,0.27373105,0.31460282,0.28360653,0.27683014,0.35870063,0.21388415
고등학교,0.41931897,0.28886828,0.48540655,0.42780337,0.39456704,0.21229038,0.30415022,0.34073368,0.4731207,0.31199813,0.33229965,0.3193805,0.23319705,0.4061129,0.3506586,0.38001305,0.29770285
고등학생,0.4683389,0.35443467,0.49323535,0.43657142,0.41262305,0.23804164,0.33448675,0.42254692,0.5765958,0.31991777,0.34851488,0.34152973,0.28030527,0.39718193,0.39205146,0.42504662,0.28936985
고령,0.33113706,0.31480756,0.28485087,0.3823334,0.29923582,0.19405665,0.18326828,0.34544376,0.33772627,0.27824992,0.22850588,0.26086628,0.26775923,0.23298605,0.20826247,0.29087946,0.1434131
고령층,0.3262673,0.32103735,0.2965412,0.3065065,0.2691541,0.18820402,0.19751881,0.29960608,0.33182156,0.3132743,0.26182613,0.280747,0.25149578,0.25847417,0.19763356,0.2945568,0.12480521
고령화,0.33109033,0.3047039,0.3022846,0.32707447,0.2761255,0.19104704,0.1917364,0.29087257,0.3286553,0.30006889,0.28562552,0.25013375,0.25455368,0.23660845,0.23179844,0.3060192,0.15185894
고민,0.32475013,0.33625185,0.28126788,0.33291882,0.29929578,0.18338755,0.19272864,0.2963893,0.29498705,0.26552397,0.24756517,0.2649439,0.21197863,0.18995869,0.17606875,0.2802369,0.12946217
고수,0.33874077,0.33209512,0.2942746,0.38238138,0.27599663,0.2057353,0.2642199,0.3284363,0.31934783,0.32014078,0.24228296,0.25209165,0.25610092,0.21224475,0.23262846,0.30254185,0.17078716
고용,0.30002978,0.3442648,0.23462737,0.20177707,0.21788472,0.27263027,0.20109339,0.2635377,0.3538552,0.25379235,0.23411113,0.2619655,0.24948934,0.23298094,0.1565826,0.23391622,0.17788628
고유,0.4503411,0.42785102,0.36678907,0.539316,0.38407314,0.3065865,0.30906805,0.43892574,0.44642702,0.43269408,0.30708277,0.31150556,0.41405973,0.30398458,0.3926621,0.40624845,0.2461268
고전,0.44654053,0.41481864,0.35684472,0.5609647,0.37593955,0.29847163,0.31924677,0.47509173,0.4733919,0.4084394,0.2812204,0.3214823,0.4386981,0.31338066,0.41774684,0.41210914,0.24887031
고충,0.44799888,0.45777756,0.40053672,0.42151785,0.40478384,0.3262446,0.29271993,0.4083947,0.41104892,0.3440008,0.3875255,0.3431468,0.34463498,0.3057171,0.2852238,0.39566723,0.26502103
고품질,0.4032718,0.38330042,0.33490273,0.43310156,0.36141056,0.28764933,0.32813418,0.38018996,0.38863727,0.33909845,0.3014936,0.2933761,0.31910753,0.25977683,0.24903812,0.3429795,0.22710828
골든타임,0.32841372,0.32352677,0.2687517,0.41223425,0.287033,0.19757351,0.23025802,0.32018822,0.3425936,0.35296237,0.2046888,0.31303912,0.27307427,0.24130511,0.2933034,0.29168025,0.10303442
공간,0.34577692,0.35171503,0.29055712,0.33957514,0.37252897,0.30167007,0.2529302,0.3612898,0.32490388,0.26798314,0.30291826,0.3205279,0.29707396,0.2764089,0.28603977,0.3198846,0.21505694
공감,0.19034082,0.1753147,0.18371366,0.16871685,0.19662628,0.034020726,0.056602776,0.14046696,0.13245745,0.13242017,0.17217147,0.09830049,0.11335684,0.095254034,0.07571622,0.12629434,0.08652137
공감대,0.35014835,0.33361235,0.31265813,0.34695357,0.33217138,0.17553619,0.18397169,0.31267184,0.29230762,0.27188507,0.28706473,0.23439668,0.26153558,0.2327753,0.20464465,0.27689382,0.19029523
공개,0.50664216,0.54188925,0.40526342,0.51898277,0.40855575,0.39511096,0.41066608,0.48427552,0.47026747,0.45013112,0.4058289,0.40714103,0.46402523,0.36208248,0.39102775,0.48652345,0.30617788
공격,0.21742545,0.2740027,0.13581069,0.2075471,0.13147111,0.20761797,0.14777812,0.17660978,0.15467563,0.15834716,0.20603238,0.11898779,0.1886285,0.13360928,0.10269302,0.22306809,0.1230164
공공,0.42871496,0.49676126,0.36966825,0.34118995,0.3736053,0.29613617,0.3317694,0.36328012,0.34266275,0.44636574,0.39939913,0.43065497,0.366386,0.32788548,0.27707583,0.4098813,0.23310462
공공기관,0.43658906,0.4994235,0.4037714,0.33944994,0.33943743,0.28130728,0.3244657,0.36023772,0.41545817,0.51976323,0.36488295,0.46167403,0.36824733,0.3792534,0.23493972,0.37304288,0.20270783
공공데이터,0.35262066,0.44147798,0.2755332,0.21722703,0.2643746,0.30240196,0.41208676,0.2938735,0.2544755,0.3087358,0.40261298,0.28930804,0.35290432,0.2425541,0.2169829,0.3090453,0.2550219
공공성,0.48572397,0.5479848,0.43703434,0.38197285,0.41876757,0.31774712,0.36171323,0.40496063,0.39945793,0.49060196,0.44434267,0.4537359,0.39115232,0.36525464,0.27816468,0.44216824,0.2584045
공교육,0.56083304,0.46632987,0.6381092,0.42312133,0.5004154,0.34137362,0.3725086,0.48315746,0.583588,0.38207355,0.51773626,0.47339866,0.3415571,0.5212186,0.40417272,0.46838915,0.40487963
공급,0.37178183,0.42186916,0.29017183,0.33300698,0.32029128,0.35260236,0.3474721,0.32979316,0.35522062,0.31448564,0.32425082,0.3196949,0.31975496,0.25083315,0.2204186,0.32582098,0.20291269
공단,0.4814527,0.46427363,0.38084906,0.5774214,0.40104267,0.36920482,0.35971338,0.4922567,0.5011264,0.45266312,0.33016384,0.38834924,0.4674167,0.37486786,0.43614352,0.45198235,0.27658844
공동,0.5114054,0.5204333,0.41099125,0.51348174,0.47713792,0.4082237,0.38681382,0.48164982,0.4918586,0.46394438,0.4401738,0.41053241,0.46594012,0.37746572,0.37683868,0.48177558,0.32790902
공동체,0.44896263,0.45715642,0.41554773,0.37653387,0.44712597,0.29089093,0.25446412,0.34418607,0.39372367,0.54032695,0.4220281,0.44437218,0.3363818,0.39355528,0.3018419,0.4139074,0.24611935
공략,0.36220896,0.38558698,0.2964089,0.4082777,0.3103124,0.2417543,0.24397138,0.34436756,0.36506814,0.338273,0.25080234,0.28643703,0.3043102,0.23087224,0.24969855,0.36774278,0.16352785
공로,0.44809145,0.44233477,0.34647268,0.5564154,0.3834329,0.32656556,0.3249838,0.46432322,0.47346956,0.42057815,0.29016948,0.358827,0.43133596,0.32091174,0.39944994,0.44786203,0.23694222
공룡,0.13530448,0.11340775,0.120398216,0.17719299,0.23032372,0.073020026,0.06405332,0.1561856,0.14877093,0.09680519,0.09059312,0.13073091,0.111822225,0.08198061,0.07527456,0.13245615,0.065578185
공모,0.38205755,0.3822455,0.2973629,0.39672345,0.39517903,0.22763631,0.26109853,0.3528871,0.35766554,0.3561402,0.2993722,0.4199476,0.25864512,0.31178513,0.2496701,0.43809354,0.19742386
공모전,0.42397928,0.44072706,0.3402119,0.4444815,0.39710295,0.29722413,0.33005667,0.39796355,0.42225558,0.34865332,0.33364722,0.3613216,0.30867398,0.30697912,0.26765558,0.4793687,0.23076913
공무원,0.4832435,0.5106608,0.40284324,0.4263187,0.3754166,0.3311307,0.30882898,0.46465755,0.5065945,0.4562379,0.3665191,0.43929607,0.44206578,0.37667584,0.3189901,0.41062152,0.24912949
공부,0.5047864,0.4415995,0.5266126,0.41475022,0.4208033,0.3303065,0.4146817,0.46419203,0.48922116,0.33190554,0.442645,0.36139113,0.3528198,0.40650702,0.33851314,0.40740278,0.3544197
공부법,0.48628366,0.41469955,0.54153967,0.35766563,0.39438832,0.31965894,0.4258092,0.44696644,0.45603892,0.26434878,0.45434988,0.35556507,0.30852038,0.42884922,0.29722327,0.37922984,0.3779319
공식,0.44519144,0.4464383,0.35630414,0.4563426,0.33850065,0.38033253,0.3953556,0.4455439,0.448482,0.37657243,0.32929385,0.35219395,0.4277332,0.32516474,0.35808444,0.39155915,0.26629525
공연,0.42038462,0.38233984,0.3576376,0.44884095,0.4186774,0.3281899,0.27858645,0.4320416,0.3891799,0.30258784,0.34411484,0.3862756,0.3347539,0.34910065,0.3003708,0.44164288,0.321576
공유,0.29402125,0.3209032,0.23144251,0.2409794,0.3464988,0.2844575,0.16802832,0.25276342,0.22622715,0.22285233,0.37922764,0.27919123,0.29712027,0.25742242,0.24440986,0.2645821,0.2187666
공익,0.3601736,0.36133456,0.27187365,0.39008364,0.34443444,0.24591683,0.2761103,0.29601038,0.36180758,0.39650035,0.25271127,0.29049847,0.2595179,0.20938204,0.24078125,0.31185034,0.14338294
공장,0.343076,0.40735197,0.2201505,0.30708936,0.2112006,0.39624244,0.30528244,0.31800947,0.33258164,0.3014182,0.24617995,0.27720457,0.27827698,0.25515878,0.15896454,0.27695578,0.15722314
공정,0.36377883,0.37802827,0.32366717,0.36882746,0.26298967,0.23524661,0.27545583,0.3246809,0.35439867,0.3366561,0.25385636,0.26539287,0.28904778,0.21366689,0.21361515,0.29197454,0.13209063
공존,0.4473359,0.45318896,0.35741812,0.45370743,0.37226123,0.35456207,0.3673234,0.40651506,0.4255073,0.39556846,0.3401176,0.32140934,0.3856337,0.28233278,0.3120972,0.38630563,0.2370297
공통,0.43790978,0.46259838,0.37476927,0.39144963,0.41704586,0.36612427,0.36691254,0.38810372,0.40766206,0.4230849,0.41163597,0.3840639,0.39117265,0.33363694,0.30288815,0.40853727,0.2833504
공포,0.24836351,0.26916185,0.19985005,0.27422154,0.21080275,0.112121865,0.13526821,0.20593634,0.20022796,0.20849602,0.18015069,0.17345661,0.12697561,0.13723502,0.10052179,0.22909383,0.061257936
공학,0.48208836,0.4805135,0.4136601,0.37147826,0.35161632,0.48747525,0.45260966,0.46700937,0.4479586,0.30505377,0.43601608,0.39228976,0.40149194,0.36622316,0.30861187,0.39931142,0.33106643
과거,0.225463,0.25295353,0.22576723,0.19149545,0.19106579,0.06555521,0.124222815,0.21175551,0.22631784,0.22670001,0.16749787,0.23772971,0.1405995,0.16622022,0.12434004,0.19521384,0.044498272
과금,0.31647402,0.33215207,0.24463558,0.34749246,0.24553077,0.22494097,0.29223216,0.29116717,0.3157831,0.29328308,0.20792271,0.2162599,0.22628228,0.16745283,0.16834572,0.26705876,0.11868834
과도,0.42535284,0.43124333,0.354982,0.4514574,0.36415046,0.30868137,0.31384024,0.41245767,0.42047566,0.36293828,0.31193572,0.29325336,0.35121375,0.27760437,0.30282134,0.38152796,0.22183171
과목,0.5542694,0.5074761,0.5803586,0.44826114,0.4681459,0.37226713,0.42119738,0.50750625,0.5239879,0.39318275,0.51220953,0.43550017,0.37359172,0.48818684,0.32978892,0.47702324,0.40911573
과외,0.27567732,0.2942921,0.24426249,0.28274944,0.25265563,0.22676077,0.15943256,0.26033443,0.26711768,0.23108706,0.19609603,0.1712966,0.19614483,0.15509835,0.15149283,0.2582711,0.13540703
과장,0.46087793,0.47718728,0.3847294,0.48005313,0.3860699,0.32957304,0.3453178,0.4563247,0.45468897,0.39013922,0.32834947,0.30966246,0.39214832,0.29726565,0.32397217,0.39813596,0.23138076
과학,0.46057105,0.43683192,0.41899115,0.39873183,0.35882506,0.32771802,0.44419128,0.4451836,0.43356663,0.35584092,0.3842693,0.35360226,0.32539302,0.34824318,0.26145554,0.3999842,0.25678146
과학자,0.40003574,0.38429186,0.33872575,0.3220808,0.28048748,0.28057137,0.3729096,0.42952538,0.40833086,0.3052734,0.3097139,0.32196718,0.30333936,0.29745537,0.20983149,0.3297596,0.197909
관계자,0.36852622,0.38184574,0.28261164,0.32902545,0.2574359,0.26417112,0.2232235,0.35827035,0.378624,0.3540928,0.27918145,0.35680237,0.34372395,0.2898615,0.22039011,0.2904241,0.19175181
관계자들,0.4749719,0.4834619,0.37277254,0.4952953,0.36112714,0.31900853,0.3015161,0.45839858,0.4893676,0.47077188,0.33092356,0.406442,0.44246274,0.3612436,0.3414935,0.41688251,0.24051103
관광,0.3534726,0.35283095,0.3020087,0.30035877,0.45248735,0.24730179,0.24695,0.29498178,0.3170709,0.2728963,0.34684718,0.4735236,0.2470231,0.2843279,0.314721,0.41720796,0.21969706
관광객,0.48509842,0.4716138,0.36603296,0.5817503,0.4661777,0.34760994,0.3004096,0.48628026,0.48576927,0.45572716,0.34360355,0.4040199,0.4880749,0.3386168,0.47548637,0.47375077,0.28085157
관내,0.49685952,0.46443954,0.402174,0.629921,0.41955984,0.34589967,0.31404397,0.5201999,0.5079526,0.44477555,0.33163702,0.3613882,0.49568942,0.37693423,0.48346585,0.47247702,0.29368275
관람,0.45959848,0.43560863,0.3970371,0.44978562,0.46985766,0.29221815,0.32701916,0.42270195,0.41601533,0.3900243,0.386965,0.48286283,0.33252895,0.37998456,0.32478625,0.4463967,0.27044228
관람객,0.38998896,0.38313705,0.30047616,0.36647233,0.4216328,0.2415283,0.25486526,0.3726917,0.31870446,0.32503587,0.3392896,0.45210135,0.261982,0.3033789,0.24972819,0.43254292,0.22526863
관람객들,0.4134084,0.40649664,0.32057914,0.40318745,0.44703358,0.23526037,0.26795626,0.3957519,0.35716802,0.36557674,0.33975857,0.46922106,0.29523736,0.32554027,0.28751773,0.46313965,0.22791311
관리,0.49681032,0.50902295,0.4004603,0.48403633,0.4006136,0.40044454,0.3399771,0.4568548,0.499556,0.44547135,0.37807703,0.43713498,0.4350406,0.39827266,0.3142828,0.4116547,0.26037383
관리사,0.48815116,0.48364952,0.38410285,0.54081523,0.38408086,0.34807613,0.31049293,0.48952514,0.51728016,0.4608738,0.3322131,0.418004,0.46986145,0.39237696,0.37968412,0.41551304,0.25834888
관리자,0.37502843,0.39619845,0.281715,0.34897643,0.2829515,0.36658394,0.25095892,0.34216556,0.41026205,0.34155074,0.2604727,0.38465667,0.33519316,0.36473405,0.21435305,0.2632928,0.17680709
관리툴,0.5142671,0.5384705,0.4274525,0.4462912,0.4206085,0.42461392,0.37237707,0.45832303,0.4867888,0.45258453,0.42579108,0.4440637,0.43549687,0.40902942,0.26287797,0.41566604,0.28517985
관심,0.39961857,0.40520847,0.32869622,0.40726483,0.39374697,0.27073056,0.25516328,0.35713243,0.3791914,0.33532202,0.32232463,0.33969814,0.28461877,0.2578857,0.2575005,0.38334826,0.20432983
관심사,0.4297654,0.461398,0.37286404,0.35027683,0.4044016,0.3509965,0.35935956,0.35808477,0.37675858,0.34261376,0.39589417,0.35189813,0.28764534,0.28083912,0.20583645,0.3794701,0.2754209
관찰,0.4361777,0.43369037,0.36342293,0.38595563,0.37345958,0.32332435,0.4188763,0.38935494,0.36928052,0.35487568,0.38780013,0.38305363,0.3171717,0.3013008,0.2317859,0.39223117,0.28056926
관측,0.40618455,0.40676045,0.32243237,0.38418424,0.37593883,0.29807842,0.34948814,0.38313597,0.34461975,0.32269758,0.34809244,0.36978847,0.30194888,0.26982376,0.23611379,0.37490004,0.25164628
